,album,aluri,track_number,trid,name,artist,arid,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
124,Baby On Baby,spotify:album:6fycIkwqkRFRshD6PowiKT,12,76Ue5HHRNAkfC1a5lRoYrm,Backend,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00702,0.906,0.633,0.0,0.116,-8.048,0.272,145.117,0.668,21
125,Baby On Baby,spotify:album:6fycIkwqkRFRshD6PowiKT,13,526UdOTK8CSZ555olBagwV,Walker Texas Ranger,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0233,0.867,0.666,1.57e-06,0.0595,-6.175,0.365,158.109,0.755,31
126,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,1,0rrVn0KMlLHtAklzUrrfoj,Next Song,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0243,0.81,0.754,0.0,0.255,-6.138,0.302,148.091,0.68,63
127,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,2,7rN4EEiOQEO73tnjrrt5Tn,Blank Blank,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.154,0.519,0.828,0.0,0.341,-4.172,0.299,138.084,0.675,55
128,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,3,1AdXchAT6hBUm5d6y4nKjI,21,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.1,0.673,0.715,0.0,0.115,-5.239,0.0891,155.992,0.712,68
129,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,4,2bggzz9pXyiafejwnGF3vz,Deserve It,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.23,0.578,0.753,0.0,0.159,-4.256,0.235,149.972,0.409,48
130,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,5,7MNafieQviBWZ8lEtSf8nS,4x (feat. Stunna 4 Vegas),DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0805,0.887,0.756,0.0,0.337,-3.909,0.238,130.168,0.574,57
131,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,6,5QNeckfTYKateLNPThnx0Z,Milli,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.121,0.654,0.58,0.0,0.258,-6.764,0.477,131.912,0.278,50
132,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,7,7iJKCWYipXGcWJNGC7RrUS,No Tears,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.123,0.756,0.625,0.0,0.16,-5.523,0.232,160.2,0.544,54
133,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,8,4UlDwgChQITErSxJsZgv63,Best Friend,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0639,0.878,0.506,0.0,0.173,-7.33,0.265,150.159,0.558,48
134,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,9,56EmiF1Uyx8y8JqSennC2S,Beeper,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0398,0.591,0.708,0.0,0.184,-5.586,0.409,131.589,0.318,48
135,Blank Blank,spotify:album:6L2X9oAs6pLMweH6pSpfTT,10,0eBOVXdnrVQ0rITgKXBAA7,Walker Texas Ranger,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.025,0.873,0.682,0.0,0.0685,-5.869,0.377,157.943,0.799,63
136,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,1,2Yp9qysxGcSZocXOiv3hYs,Today - Intro,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00331,0.915,0.511,0.0,0.0752,-7.482,0.323,140.036,0.619,59
137,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,2,3lBQMabmq3iMn6VrIjRyKt,No Love,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0406,0.897,0.679,0.0,0.112,-5.158,0.388,139.928,0.824,53
138,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,3,6M7oa01tpOccJXkb9rUoH8,Itch,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0143,0.812,0.592,0.0,0.273,-6.321,0.284,136.038,0.244,46
139,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,4,4oVQcFKeZhCp36Ty1fVBUO,Off Top,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0495,0.769,0.624,0.0,0.0597,-7.729,0.309,159.974,0.613,53
140,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,5,71WmhNFdGurCrFbyDyYe1C,Usher,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0465,0.531,0.512,0.0,0.295,-7.488,0.149,124.155,0.327,46
141,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,6,1bd6kGtQo3LooOPyWlCYA7,Kujo,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00966,0.934,0.76,0.0,0.295,-7.596,0.455,119.963,0.478,43
142,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,7,3YPTnTLsqIEaLXpsbFiB7Q,For The Baby,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.097,0.849,0.426,0.000607,0.08,-5.33,0.124,119.075,0.541,44
143,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,8,1PQn48Wu2Bf0YYYfok8vdy,Up The Street,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0119,0.956,0.631,0.0,0.111,-8.132,0.288,123.941,0.508,52
144,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,9,1ATAFvEaXo55ZVIp3AYfza,For The Summer,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00604,0.808,0.605,0.0,0.136,-7.78,0.231,152.012,0.4,46
145,Baby Talk 5,spotify:album:2xcjel0O71jyzfflIel2Dm,10,7GmszQmVSjsSNqY51O5AY7,Tax Time,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0396,0.863,0.718,0.0,0.255,-6.922,0.0619,115.017,0.717,49
146,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,1,3dnmsoB08JV0Z7gc9qXJxa,Today,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00491,0.913,0.495,1.16e-06,0.0783,-7.934,0.278,140.02,0.615,31
147,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,2,2n7gqIghakpsT6vtBbbuhi,No Love,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0427,0.908,0.7,0.0,0.132,-4.803,0.354,139.937,0.761,16
148,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,3,0GGrJN5nrs0L2WgxJT7JkZ,Itch,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0112,0.84,0.564,0.0,0.142,-6.782,0.256,135.966,0.266,13
149,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,4,6e3aij3Pwv8ZDAxBLxpJS6,Off Top,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.038,0.774,0.618,0.0,0.0727,-7.832,0.292,160.054,0.507,15
150,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,5,6VXlC8NvSJTPsay4Aa9OAB,Usher,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0397,0.732,0.485,0.0,0.292,-7.441,0.0707,123.958,0.357,13
151,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,6,3evNI0Hv2bvHrc59KHZRNO,Kujo,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00979,0.905,0.755,0.0,0.181,-7.717,0.532,120.216,0.51,11
152,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,7,52PSKqmRC7yQczHoneDkHQ,For The Baby,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0923,0.848,0.415,0.000568,0.0691,-5.336,0.161,119.136,0.539,11
153,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,8,18zzyRjMl3GGfUVRsmDwsd,Up The Street,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00867,0.962,0.582,7.93e-06,0.103,-8.377,0.298,123.893,0.48,15
154,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,9,76oTSSOkrmYcSrAws1oN1g,For The Summer,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00441,0.812,0.617,0.0,0.109,-7.925,0.162,151.943,0.439,12
155,Baby Talk 5,spotify:album:6HTG2J0XfsmBaHBzBwjoOT,10,4c6en4NM0nNZwSAHzBNiYa,Tax Time,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0358,0.854,0.73,0.0,0.292,-7.688,0.0876,115.016,0.698,12
156,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,1,2gPETgpdbYn0QJNQzP300Y,Gorilla Glue,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.186,0.935,0.615,0.0,0.101,-6.325,0.0604,129.992,0.279,54
157,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,2,72mCea18JJPML1nhCD7yln,Number 2,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0223,0.775,0.566,0.0,0.186,-6.131,0.33,144.204,0.415,46
158,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,3,6RModn7Imes5N9srY2KmO0,Webbie,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0353,0.955,0.623,0.0,0.0705,-7.11,0.23,128.005,0.633,46
159,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,4,4vtrr7Z1CEFuXu4KA6Kv0Y,Back To Cali,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.363,0.883,0.59,0.0,0.135,-6.442,0.175,131.979,0.381,46
160,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,5,1fyYBblbO3M51v2h1WnGSu,Mr. Clean,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.044,0.771,0.576,0.0,0.309,-8.631,0.253,122.028,0.442,46
161,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,6,6T8MebXlq6CnAcCWp0ZATC,Above The Rim,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.106,0.818,0.646,0.0,0.111,-6.472,0.0443,131.952,0.22,53
162,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,7,3qwLLwu2azGlJUc1v2zsGi,Flip Phone,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0335,0.897,0.636,0.0,0.271,-6.126,0.286,131.969,0.297,44
163,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,8,4cXh9sEsTTTIHM0WRufTeX,Fresh,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0384,0.842,0.707,0.0,0.162,-5.559,0.134,136.076,0.63,41
164,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,9,09wasyDMpRnBGdMcIDQiz5,Switch,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0236,0.869,0.675,0.0,0.389,-5.754,0.41,125.958,0.413,45
165,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,10,35564WGlELz0E2e7Q98yLF,No Hook,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.773,0.819,0.61,1.02e-06,0.142,-5.599,0.297,133.938,0.294,44
166,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,11,7vOpkk0CKBPfenylEYwYPh,Lick,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0126,0.764,0.756,0.0,0.0861,-5.455,0.142,130.008,0.164,42
167,Back On My Baby Jesus Sh!t,spotify:album:7AxqNUoDXf4fce7XM1lgDf,12,2tW9ov0Klb0JsVVKmYRETR,Pull Up Music,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0981,0.715,0.625,0.0,0.142,-5.366,0.36,130.167,0.19,46
168,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,1,53qYsxDcmsQBqeqy2J9QiG,Intro,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.357,0.619,0.694,0.0,0.62,-5.169,0.161,92.92,0.488,40
169,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,2,3pgT88aK6pMdlML4NJDcbS,Big Business,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0637,0.635,0.898,0.0,0.184,-2.244,0.125,75.226,0.615,41
170,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,3,319RKbGU2eMf6zx6TVg41M,Side Hoes,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.186,0.57,0.482,0.0,0.273,-4.765,0.0416,141.757,0.262,40
171,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,4,4czS2TkFymLKkWB3omMcMN,Wet,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.113,0.812,0.67,0.0,0.116,-4.66,0.296,128.079,0.172,41
172,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,5,1Ccj2Uu2DccbuNnyEglQQe,Right Now,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0499,0.669,0.813,1.1e-05,0.0942,-4.319,0.0694,105.022,0.281,40
173,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,6,1cX4ZpWaa850e24qa1I3mm,Big Butt,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0059,0.898,0.7,0.0,0.122,-4.134,0.0981,129.868,0.328,41
174,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,7,3sbTnrYVlZcQbKMj7QGpDh,Bag Bag,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0215,0.758,0.605,0.0,0.371,-5.637,0.202,119.983,0.315,40
175,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,8,1qPF01k03Glhd1v11inAHq,Water,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0724,0.934,0.865,0.000467,0.347,-3.657,0.28,134.103,0.512,41
176,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,9,3KCeZDGyamgwV0ql2D4Mf9,Like She Love Me,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0338,0.719,0.57,0.0,0.0584,-6.42,0.201,136.006,0.505,41
177,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,10,3Fsl2wnFSRR2NeVuk4I14B,Comin Over,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0618,0.775,0.63,0.0,0.083,-7.212,0.0767,140.07,0.518,40
178,Billion Dollar Baby,spotify:album:6ym38F4txV7HjZIxh6wDEN,11,4yxAK5eT7rsVPNSJSpKD21,Flavor,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0379,0.687,0.855,0.0,0.218,-4.887,0.0468,132.03,0.539,39
179,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,1,6RFUt8KPVnrJSLn7bGxiOb,Intro,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.338,0.661,0.676,0.0,0.644,-5.237,0.147,127.377,0.452,9
180,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,2,4pnF14jWuVrV6hFrHN7dr9,Big Business,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0535,0.699,0.899,0.0,0.227,-2.402,0.0808,75.137,0.648,8
181,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,3,1lOulmXlHDrWIyX3hSML4a,Side Hoes,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.179,0.674,0.493,0.0,0.269,-4.853,0.0433,142.091,0.255,7
182,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,4,215s5SifRqtE2iGbWp1S1Y,Wet,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0923,0.837,0.637,0.0,0.119,-4.949,0.253,128.067,0.228,7
183,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,5,5cmSL6wieIjCcFg5fjaT6I,Right Now,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0368,0.737,0.828,4.49e-05,0.0909,-4.312,0.0648,104.978,0.229,7
184,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,6,6qu7awL5e2XShd1azNfsPo,Big Butt,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0054,0.912,0.711,0.0,0.151,-4.629,0.156,129.843,0.339,8
185,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,7,2E3HeXN9AvAefjdKnsBE6W,Bag Bag,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0204,0.78,0.617,0.0,0.326,-5.695,0.174,120.032,0.272,7
186,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,8,0uHc3lPpmPkFllFvEY1rqw,Water,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0742,0.932,0.864,0.0217,0.0778,-3.906,0.27,134.125,0.514,9
187,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,9,3G22y1vNFIcO8SykaZJbjM,Like She Love Me,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0434,0.732,0.636,0.0,0.0377,-4.668,0.196,135.881,0.507,6
188,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,10,2DclT93aI6DyKefcysb88e,Comin Over,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0762,0.785,0.599,0.0,0.0712,-7.449,0.0886,140.042,0.538,7
189,Billion Dollar Baby,spotify:album:6b250srpN34PIDE8vwDD9E,11,0Fp7l6LmBLlWUoc735GV5Z,Flavor,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0201,0.68,0.878,7.68e-06,0.207,-4.929,0.0443,132.001,0.574,6
190,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,1,64Fn8MbDJMq05zkeBMb4AA,DaBaby - Intro,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.295,0.903,0.637,0.0,0.203,-7.191,0.0818,125.95,0.624,43
191,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,2,2zBDPryIKHU1OeMKPdAlEX,Trash Bag,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0724,0.76,0.733,0.0,0.133,-5.56,0.0453,140.025,0.259,39
192,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,3,5bqWxgv0c7OXlWqEgbY2K7,The Wave,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.00206,0.742,0.722,0.0,0.247,-5.681,0.0393,124.005,0.192,40
193,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,4,2fpyrpSST2C9gHlLNMqZWJ,Light Show,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.028,0.566,0.58,0.0,0.09,-7.21,0.0419,139.973,0.187,42
194,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,5,0lwoc0pdpbJkYjNqOV3jXu,Squad Goals,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0109,0.677,0.692,0.0,0.103,-6.067,0.344,142.163,0.166,39
195,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,6,4doI9XVBhL1MZJ7HhC6KSr,Wait Up,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.171,0.689,0.627,0.0,0.1,-7.571,0.0648,95.027,0.552,40
196,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,7,2lnpCPpfsKFpf8yhvk4kE8,Happy,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0299,0.715,0.818,1.52e-05,0.0973,-4.265,0.181,130.047,0.487,40
197,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,8,51KyBefAM9vG0q8bd1l9KJ,Comin' Over,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0521,0.759,0.697,0.0,0.0549,-5.62,0.0804,140.14,0.472,39
198,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,9,4RSCMewZneqEp3rCPRuzh2,Old Friends,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.259,0.672,0.812,0.0,0.354,-3.904,0.0521,140.028,0.248,40
199,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,10,3OKQGiASyyL9U1yRItVjmD,Who Working Harder,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0261,0.711,0.649,0.0,0.0585,-7.409,0.0834,139.95,0.284,39
200,God's Work Resurrected,spotify:album:5rhZIpJLJ3kEjCPk8PIa66,11,3uJKfhaMxt2gmkCldqLh2c,Baby Jesus - Remix,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0309,0.826,0.805,0.0,0.318,-4.944,0.104,119.986,0.425,41
201,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,1,3NCZH00SmCTrk8tM8TF7cf,DaBaby - Intro,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.312,0.855,0.528,0.0,0.0904,-8.771,0.0989,125.932,0.427,7
202,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,2,185AqdjlthgVnOS7dzN8H9,Trash Bag,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0682,0.793,0.64,9.7e-06,0.159,-7.78,0.0649,140.086,0.218,2
203,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,3,4cZld3eeBEHaBCv82udaWK,The Wave,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0101,0.731,0.672,0.0,0.337,-7.085,0.0478,123.896,0.204,2
204,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,4,4kvcXwlyBQY6YfqkvvlqnF,Light Show,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0352,0.57,0.613,0.0,0.135,-6.911,0.04,140.06,0.142,4
205,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,5,2Vd6MIXKPOppZLQfx96X46,Squad Goals,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0046,0.671,0.649,0.0,0.066,-6.559,0.231,142.312,0.16,2
206,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,6,4eSldTIBYNf6HYReAvu7qX,Wait Up,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.233,0.704,0.652,0.0,0.16,-7.621,0.0846,95.03,0.49,2
207,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,7,4temGfwB8b6oXVKl90rCeh,Happy,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0252,0.805,0.758,8.49e-06,0.0739,-6.558,0.132,130.016,0.478,2
208,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,8,1u57uCqzoZUxiFAGKdqeKY,Comin' Over,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0661,0.736,0.732,0.0,0.0975,-6.339,0.101,140.088,0.524,2
209,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,9,1PuzbJs0leDucGbLecxpkj,Old Friends,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.236,0.682,0.744,0.0,0.214,-6.398,0.0478,140.023,0.188,2
210,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,10,6KuWCYJmvsVwVvFhAyJNTf,Who Working Harder,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0323,0.73,0.605,0.0,0.0555,-7.746,0.118,139.961,0.279,4
211,God's Work Resurrected,spotify:album:2LGTglNhykwOX7QZ36prjx,11,2Kk584A5SzGkLdexQ1be28,Baby Jesus - Remix,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.0316,0.818,0.872,0.0,0.085,-2.457,0.112,119.976,0.426,4
