,album,aluri,track_number,trid,name,artist,arid,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
227,+,spotify:album:02pi98kE0nra0yBqCStzbC,7,0pJfsPQesJyCnR5XWZyvj9,This,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,53
228,+,spotify:album:02pi98kE0nra0yBqCStzbC,8,4ucfQOYOe1Jz5KqCfpGobp,The City,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,49
229,+,spotify:album:02pi98kE0nra0yBqCStzbC,9,5ubHAQtKuFfiG4FXfLP804,Lego House,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,71
230,+,spotify:album:02pi98kE0nra0yBqCStzbC,10,5KL4iZkCTZyXl7KnHgfVDj,"You Need Me, I Don't Need You",Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,63
231,+,spotify:album:02pi98kE0nra0yBqCStzbC,11,0Tel1fmuCxEFV6wBLXsEdk,Kiss Me,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,71
232,+,spotify:album:02pi98kE0nra0yBqCStzbC,12,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,72
233,+,spotify:album:02pi98kE0nra0yBqCStzbC,13,7iBSkXB0pTvZasOLf0Qxk9,Autumn Leaves - Deluxe Edition,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.892,0.555,0.257,1.42e-06,0.124,-12.637,0.0299,89.013,0.431,56
234,+,spotify:album:02pi98kE0nra0yBqCStzbC,14,4bcgRbGeq4IejesjsiHyTH,Little Bird - Deluxe Edition,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.565,0.843,0.425,0.0,0.102,-8.676,0.0352,104.02,0.284,51
235,+,spotify:album:02pi98kE0nra0yBqCStzbC,15,4mT5mVFaU7trA3UdbGqfB9,Gold Rush - Deluxe Edition,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.729,0.74,0.248,0.0,0.141,-12.659,0.109,83.786,0.889,50
236,+,spotify:album:02pi98kE0nra0yBqCStzbC,16,3YPiRYIUFlcQ0aaLGmeswS,Sunburn - Deluxe Edition,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.865,0.464,0.098,0.0,0.101,-12.119,0.0376,78.864,0.234,49
237,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,1,6wJhz2jABaX2oMChhGy39Y,The A Team,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,54
238,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,2,2LzDXHMjn4jpJiO1V81OhK,Drunk,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.998,0.459,42
239,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,3,3AGozOFA08jVNIOxHMv4hA,U.N.I.,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.323,0.422,0.405,0.0,0.15,-11.126,0.101,74.13,0.578,30
240,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,4,4zFbkkXyPHrCSXN3kIm47D,Grade 8,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,0.781,27
241,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,5,1ZBwE2UcEeZzwakjfPtRHp,Wake Me Up,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,0.336,33
242,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,6,5TAgTVXiKaXiCUqILl7aVE,Small Bump,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.689,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,0.446,40
243,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,7,3j6I4KxEZFAQpFA5WHX6Zt,This,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,31
244,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,8,51KExPBAGd86taqU0xrnau,The City,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,26
245,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,9,3cBHUfts3KKLqXTo8U91pz,Lego House,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,48
246,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,10,16AS9gzcDOsIz9oPmRW4g1,"You Need Me, I Don't Need You",Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,38
247,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,11,557S0RTbb6PMZfc2g3YqKb,Kiss Me,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,48
248,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,12,2U0n6b6sgtRHwvSTJuG2pH,Give Me Love,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,48
249,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,13,7tFk6cR9MqWKEnWMuutGXy,Autumn Leaves - Deluxe Edition,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.892,0.555,0.257,1.42e-06,0.124,-12.637,0.0299,89.013,0.431,34
250,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,14,2c2ny8uV5nkQhaEo3zaARp,Little Bird - Deluxe Edition,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.565,0.843,0.425,0.0,0.102,-8.676,0.0352,104.02,0.284,27
251,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,15,3YOsRZUpAQougdziNH6C7A,Gold Rush - Deluxe Edition,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.729,0.74,0.248,0.0,0.141,-12.659,0.109,83.786,0.889,27
252,+,spotify:album:3w0VffyaakTvUtTwjPCo7Y,16,6KHPLmB7uU7zt8ZTlkRxsK,Sunburn - Deluxe Edition,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.865,0.464,0.098,0.0,0.101,-12.119,0.0376,78.864,0.234,28
253,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,1,1VdZ0vKfR5jneCmWIUAMxK,The A Team,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,75
254,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,2,51Be0m3caz9EourH3LIHvY,Drunk,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.998,0.459,42
255,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,3,7fVR8piTfS8dhqSzph50qB,U.N.I.,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.323,0.422,0.405,0.0,0.15,-11.126,0.101,74.13,0.578,34
256,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,4,3OXzT07QntlOQEZRGtJ73b,Grade 8,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,0.781,33
257,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,5,3bZTspAdEUAKc2M1Sle125,Wake Me Up,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,0.336,34
258,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,6,2sKgjO8vxk7znTpwNAptaW,Small Bump,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.689,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,0.446,41
259,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,7,2aMkInuJrM9arjA8dpQJqC,This,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,35
260,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,8,6j6pSj2RdGxtnOhxHsWqQZ,The City,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,30
261,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,9,53Pgsvu3qSYO2aXt5J2vcL,Lego House,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,56
262,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,10,2DCeRqdQkjtihpsv79TAJh,"You Need Me, I Don't Need You",Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,34
263,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,11,4mQCOxLRPvVGjsfKpOBSlN,Kiss Me,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,46
264,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,12,1NvOOkafczKxO5YXRR01ax,Give Me Love,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,46
265,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,1,6dvPky6ZR02d1ObASRfqhX,The A Team,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,8
266,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,2,33MQlWu37x8NF7HA6xRF2r,Drunk,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.998,0.459,5
267,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,3,43dlw45XtkAKN0iEAvlGfJ,U.N.I.,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.323,0.422,0.405,0.0,0.15,-11.126,0.101,74.13,0.578,3
268,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,4,4DwDAeaFphuIGAdr8ZGLhx,Grade 8,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,0.781,3
269,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,5,58pfwvs6i8CQWP32OxHniW,Wake Me Up,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,0.336,5
270,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,6,2oXCupdgrzbRRqDIi1sRGx,Small Bump,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.689,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,0.446,5
271,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,7,76zEImWqjtCa4Ij1VGKHQX,This,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,3
272,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,8,0LFfWKPv1AvA8lI1a2ziJY,The City,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,2
273,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,9,5WfGV2xc2jm0XeO8XDKhzp,Lego House,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,9
274,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,10,42KbhKOdtFGCMTB5zAP0Kc,"You Need Me, I Don't Need You",Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,3
275,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,11,2peGDZGGeMYRJLuphBA12t,Kiss Me,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,10
276,+,spotify:album:2PNtGh8cixtb0oXjbGkUnZ,12,4hoPLbdklZciKpRdFAEiO1,Give Me Love,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,10
277,No.5 Collaborations Project,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,1,1iyJwocwqUMwLgmu9O5Y13,Lately (feat. Devlin),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0928,0.718,0.82,0.0,0.391,-5.552,0.103,90.013,0.329,38
278,No.5 Collaborations Project,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,2,7h7KBBdYIzrxOsLfR9aUO7,You (feat. Wiley),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.386,0.799,0.532,0.00017,0.0978,-9.472,0.0707,100.032,0.189,37
279,No.5 Collaborations Project,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,3,79d2OA4Sj4nfw0vk8EV82D,Family (feat. P Money),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.515,0.476,0.704,0.0,0.094,-5.411,0.278,140.396,0.297,36
280,No.5 Collaborations Project,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,4,5KB7EYQuHd0S5WKVWpagYu,Radio (feat. JME),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.214,0.693,0.833,0.0,0.117,-5.408,0.263,99.901,0.759,38
281,No.5 Collaborations Project,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,5,5rKb6l02IplvF9I0sJI9Lj,Little Lady (feat. Mikill Pane),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.731,0.437,0.5,0.0,0.157,-7.103,0.105,85.293,0.437,43
282,No.5 Collaborations Project,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,6,0UD8qgp0Fmgh79K3qeTHQh,Drown Me Out (feat. Ghetts) - + Ghetts,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0282,0.511,0.91,0.0,0.127,-6.186,0.116,140.147,0.426,35
283,No.5 Collaborations Project,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,7,4MKPqVv3FqKCZTcKHfR125,"Nightmares (feat. Random Impulse, Sway & Wretch 32)",Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.101,0.855,0.678,0.00232,0.0964,-6.864,0.052,120.012,0.429,35
284,No.5 Collaborations Project,spotify:album:6DpIyaMgt5p9HlGd1c0LDM,8,1SdyQYIFM05qkexCFKZxW1,Goodbye to You (feat. Dot Rotten),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.267,0.64,0.664,0.0,0.329,-7.812,0.152,140.007,0.275,35
